,ngram,count
2202,you're meant to,3
2203,meant to be,3
2204,to be helping,3
2205,be helping me,3
2207,me when i,3
2212,liked it better,3
1233,intelligent she's american,3
1232,so intelligent she's,3
1231,we're so intelligent,3
1230,and we're so,3
2208,when i said,3
2209,i said i,3
2210,said i liked,3
2211,i liked it,3
2219,lied it took,3
1407,somebody else our,3
1420,i'm looking through,3
241,light off before,3
1408,else our love,3
2604,[chorus] loving someone,3
1401,hate to think,3
1400,i hate to,3
1429,phone and then,3
1405,you with somebody,3
1404,about you with,3
1465,i know you,3
1403,think about you,3
246,don't go turn,3
1402,to think about,3
1399,but i hate,3
1398,body but i,3
1430,and then leaving,3
1431,then leaving with,3
1417,soul with somebody,3
1432,leaving with somebody,3
242,off before you,3
243,you go please,3
244,go please don't,3
245,please don't go,3
1393,[chorus] i don't,3
1433,somebody else no,3
1434,else no i,3
1435,no i don't,3
1436,body but i'm,3
1437,but i'm picturing,3
1438,i'm picturing your,3
1439,picturing your body,3
1440,your body with,3
1419,else i'm looking,3
1538,never alone get,3
1409,our love has,3
1416,your soul with,3
133,"she said ""i've",3
1421,looking through you,3
1422,through you while,3
1423,you while you're,3
1424,while you're looking,3
1410,love has gone,3
1425,you're looking through,3
1426,looking through your,3
1427,through your phone,3
1428,your phone and,3
1539,alone get someone,3
1441,body with somebody,3
1414,you're intertwining your,3
1413,cold you're intertwining,3
1412,gone cold you're,3
1411,has gone cold,3
1415,intertwining your soul,3
1418,somebody else i'm,3
447,find myself? yeah,2
1985,[chorus] this must,2
2351,on a plane,2
136,been so worried,2
135,"""i've been so",2
1834,[chorus] i know,2
134,"said ""i've been",2
1955,tell you 'bout,2
1956,you 'bout this,2
1207,this city but,2
971,[verse 1] and,2
549,and i know,2
712,a pain in,2
1751,[verse 1] i,2
128,it on the,2
1839,not about reciprocation,2
1750,heart [verse 1],2
782,again [verse 2],2
1373,i thought it,2
1374,thought it was,2
550,i know that,2
2283,lasts 3 minutes,2
448,myself? yeah yeah,2
1792,[pre-chorus] you're so,2
1817,that we're through,2
746,she had to,2
1816,glad that we're,2
1815,i'm glad that,2
1814,but i'm glad,2
1813,it but i'm,2
1812,regret it but,2
1177,i guess i,2
1452,baby i know,2
1451,c'mon baby i,2
1811,don't regret it,2
1810,i don't regret,2
1809,you? i don't,2
1793,you're so conceited,2
1442,somebody else [post-chorus],2
1794,so conceited i,2
1795,conceited i said,2
1796,"i said ""i",2
1797,"said ""i love",2
1798,"""i love you""",2
1799,"love you"" what",2
1800,"you"" what does",2
1801,what does it,2
1802,does it matter,2
1803,it matter if,2
1804,matter if i,2
1805,if i lie,2
1806,i lie to,2
1818,we're through so,2
1819,through so don't,2
1187,fall in love,2
1820,so don't you,2
1443,else [post-chorus] i,2
1444,[post-chorus] i don't,2
2282,only lasts 3,2
2350,yourself on a,2
455,"he said ""i've",2
456,"said ""i've lost",2
457,"""i've lost my",2
458,lost my head,2
459,my head can,2
460,head can you,2
462,you see it?,2
463,see it? can,2
465,"you see it?""",2
466,"see it?"" belly",2
467,"it?"" belly aches",2
468,belly aches while,2
469,aches while you're,2
470,while you're in,2
471,you're in bed,2
472,in bed can,2
473,bed can you,2
476,feel it? can,2
1824,me that you,2
2454,me yeah oh,2
1823,tell me that,2
1822,you tell me,2
1821,don't you tell,2
454,and he said,2
1807,lie to you?,2
390,if it was,2
328,begging for help,2
301,if i believe,2
302,i believe you,2
303,believe you will,2
304,you will that,2
305,will that make,2
306,that make it,2
307,make it stop?,2
308,it stop? if,2
309,stop? if i,2
310,if i told,2
311,i told you,2
312,told you i,2
313,you i need,2
314,i need you,2
315,need you is,2
316,you is that,2
317,is that what,2
318,that what you,2
319,what you want?,2
320,you want? and,2
321,want? and i'm,2
323,i'm broken and,2
324,broken and bleeding,2
325,and bleeding and,2
326,bleeding and begging,2
299,[chorus] and if,2
1549,i think i've,2
19,played a part,2
1059,me at all,2
2281,song only lasts,2
2280,the song only,2
2279,but the song,2
2278,long but the,2
2277,for long but,2
2276,last for long,2
2275,won't last for,2
2274,kick won't last,2
2273,the kick won't,2
2272,oh the kick,2
1053,[chorus] she's appalled,2
1060,at all she,2
2027,me baby [verse,2
1061,all she wears,2
1062,she wears a,2
1063,wears a frown,2
1064,a frown and,2
1065,frown and dressing,2
1066,and dressing gown,2
1067,dressing gown when,2
1068,gown when she,2
1069,when she lays,2
140,you lately you,2
2564,better if we,2
327,and begging for,2
322,and i'm broken,2
329,for help there's,2
1808,to you? i,2
1250,american and if,2
1249,she's american and,2
1256,she's american [verse,2
1745,[chorus] well i,2
330,help there's no,2
824,and i don't,2
58,out of the,2
1266,and i think,2
38,and i just,2
1510,i should be,2
1733,cause i know,2
1732,around cause i,2
1731,you're around cause,2
1251,and if she,2
338,i'm asking you,2
334,singing a song,2
341,jesus show yourself,2
335,a song and,2
336,song and i'm,2
337,and i'm asking,2
960,she said i've,2
333,use singing a,2
332,no use singing,2
331,there's no use,2
339,asking you jesus,2
340,you jesus show,2
1936,that lack of,1
1937,lack of freedom,1
1938,of freedom in,1
1913,your heart [guitar,1
1944,i'm sure she'll,1
1909,it 'cause i,1
1912,do [chorus] i,1
1911,you do [chorus],1
1910,know you do,1
1939,freedom in your,1
1940,in your life,1
1941,your life and,1
1935,personify that lack,1
1943,and i'm sure,1
1946,she'll be gone,1
1942,life and i'm,1
1915,[guitar solo: adam,1
1934,i personify that,1
1927,speaking like i’m,1
1947,be gone in,1
1614,and asked if,1
1920,i personify the,1
1921,personify the ‘adolescent,1
1922,the ‘adolescent on,1
1923,‘adolescent on a,1
1924,on a phone’,1
1925,a phone’ speaking,1
1926,phone’ speaking like,1
1919,1] i personify,1
1933,body i personify,1
1918,hann] [chorus] well,1
1917,adam hann] [chorus],1
1928,like i’m bigger,1
1916,solo: adam hann],1
1929,i’m bigger than,1
1914,heart [guitar solo:,1
1930,bigger than my,1
1931,than my body,1
1932,my body i,1
1945,sure she'll be,1
1684,would i be,1
1613,name and asked,1
1563,lost a brain,1
1548,well i think,1
1550,think i've gone,1
1551,i've gone mad,1
1552,gone mad isn't,1
1553,mad isn't that,1
1554,isn't that so,1
1555,that so sad?,1
1556,so sad? and,1
1557,sad? and what,1
1558,and what a,1
1559,what a shame,1
1560,a shame you've,1
1561,shame you've lost,1
1562,you've lost a,1
1564,a brain that,1
1580,i must have,1
1565,brain that you,1
1566,that you never,1
1567,you never had,1
1568,never had oh,1
1569,had oh mum,1
1570,oh mum check,1
1571,mum check the,1
1572,check the car,1
1573,the car it,1
1574,car it can’t,1
1575,it can’t have,1
1576,can’t have gone,1
1577,have gone far,1
1578,gone far i,1
1547,and well i,1
2028,baby [verse 2],1
2029,[verse 2] pipe,1
2030,2] pipe down,1
2057,of you [pre-chorus],1
2056,instead of you,1
2055,something instead of,1
2054,feeling something instead,1
2053,'bout feeling something,1
2052,dreaming 'bout feeling,1
2051,be dreaming 'bout,1
2050,must be dreaming,1
2049,i must be,1
2048,guess i must,1
2047,but i guess,1
1545,else [verse 1],1
1546,1] and well,1
2046,love but i,1
2045,was love but,1
2044,it was love,1
2043,well i thought,1
2042,to well i,1
2041,it to well,1
2040,want it to,1
2039,you want it,1
2038,cos' you want,1
2037,failing cos' you,1
2036,it's failing cos',1
2035,lover it's failing,1
2034,no lover it's,1
2033,you're no lover,1
2032,down you're no,1
2031,pipe down you're,1
1579,far i must,1
1581,must have left,1
1612,my name and,1
1595,in a sainsbury’s,1
1591,a bar it’s,1
1592,bar it’s likely,1
1959,girl i thought,1
1958,this girl i,1
1957,'bout this girl,1
1954,me tell you,1
1953,let me tell,1
1952,[pre-chorus] let me,1
1951,second [pre-chorus] let,1
1950,a second [pre-chorus],1
1949,in a second,1
1948,gone in a,1
1593,it’s likely in,1
1594,likely in a,1
1597,sainsbury’s flirting with,1
1582,have left it,1
1598,flirting with the,1
1599,with the girls,1
1600,the girls and,1
1601,girls and waiting,1
1602,and waiting for,1
1603,waiting for me,1
1604,for me i,1
1605,me i jumped,1
1606,i jumped on,1
1607,jumped on a,1
1608,on a bus,1
1609,a bus declared,1
1610,bus declared my,1
1611,declared my name,1
1590,in a bar,1
1589,lost in a,1
1588,or lost in,1
1587,train or lost,1
1984,chest? [chorus] this,1
1983,my chest? [chorus],1
1982,on my chest?,1
1981,beating on my,1
1980,this beating on,1
1979,why's this beating,1
1978,so why's this,1
1583,left it on,1
1584,it on a,1
1977,arrest so why's,1
1585,on a train,1
1976,under arrest so,1
1975,heart under arrest,1
1974,my heart under,1
1973,put my heart,1
1972,to put my,1
1971,girl to put,1
1970,of girl to,1
1969,type of girl,1
1968,particular type of,1
1967,a particular type,1
1966,takes a particular,1
1965,world takes a,1
1964,my world takes,1
1963,rearrange my world,1
1962,she'd rearrange my,1
1586,a train or,1
1961,thought she'd rearrange,1
1960,i thought she'd,1
1596,a sainsbury’s flirting,1
1845,about me a,1
1908,get it 'cause,1
1654,brain for a,1
1642,adores you but,1
1643,you but i,1
1644,but i think,1
1645,i think you’re,1
1646,"think you’re shit""",1
1647,"you’re shit"" ""i’ve",1
1648,"shit"" ""i’ve gotta",1
1649,"""i’ve gotta look",1
1650,gotta look for,1
1651,look for my,1
1652,for my brain,1
1653,my brain for,1
1655,for a bit!”,1
1640,cause she adores,1
1656,a bit!” i,1
1657,bit!” i stepped,1
1658,i stepped outside,1
1659,stepped outside it,1
1660,outside it hurt,1
1661,it hurt my,1
1662,hurt my eyes,1
1663,my eyes “well,1
1664,eyes “well what,1
1665,“well what do,1
1666,what do you,1
1667,do you expect,1
1641,she adores you,1
1639,laura? cause she,1
1907,don't get it,1
1755,believe i forgot,1
1625,seen going for,1
1626,going for a,1
1627,for a run,1
1764,cum again? she,1
1763,you cum again?,1
1762,won't you cum,1
1761,baby won't you,1
1760,oh baby won't,1
1759,name oh baby,1
1758,your name oh,1
1757,forgot your name,1
1756,i forgot your,1
1754,can't believe i,1
1638,daughter laura? cause,1
1753,i can't believe,1
1628,"a run ""and",1
1752,1] i can't,1
1629,"run ""and would",1
1630,"""and would you",1
1631,would you sign,1
1632,you sign an,1
1633,sign an autograph,1
1634,an autograph for,1
1635,autograph for my,1
1636,for my daughter,1
1637,my daughter laura?,1
1668,you expect when,1
1669,expect when you’ve,1
1670,when you’ve got,1
1696,nurse told me,1
1708,single trace of,1
1707,a single trace,1
1706,find a single,1
1705,couldn't find a,1
1704,she couldn't find,1
1703,but she couldn't,1
1702,pain but she,1
1701,my pain but,1
1700,felt my pain,1
1699,she felt my,1
1698,me she felt,1
1697,told me she,1
1695,nice nurse told,1
1671,you’ve got no,1
1694,the nice nurse,1
1693,[outro] the nice,1
1692,[instrumental] [outro] the,1
1691,brain?” [instrumental] [outro],1
1690,my brain?” [instrumental],1
1689,was my brain?”,1
1688,i was my,1
1687,if i was,1
1686,be if i,1
1685,i be if,1
1681,me insane “where,1
1682,insane “where would,1
1709,trace of my,1
1710,of my brain,1
1711,"my brain ""oops",1
1712,"brain ""oops i",1
1672,got no mind!”,1
1673,no mind!” i,1
1744,heart [chorus] well,1
1743,your heart [chorus],1
1674,mind!” i searched,1
1675,i searched all,1
1676,searched all day,1
1677,all day it,1
1678,day it drove,1
1679,it drove me,1
1680,drove me insane,1
1726,[intro] well i,1
1725,name [intro] well,1
1724,my name [intro],1
1723,remember my name,1
1722,brain remember my,1
1721,my brain remember,1
1720,forget my brain,1
1719,playing forget my,1
1718,started playing forget,1
1717,"again"" started playing",1
1716,"it again"" started",1
1715,"did it again""",1
1714,i did it,1
1713,"""oops i did",1
1624,last seen going,1
1623,was last seen,1
1622,brain was last,1
1865,and you say,1
1877,the difference in,1
1876,see the difference,1
1875,can't see the,1
1874,i can't see,1
1873,cliché i can't,1
1872,a cliché i,1
1871,such a cliché,1
1870,i'm such a,1
1869,say i'm such,1
1868,you say i'm,1
1867,say you say,1
1866,you say you,1
1864,oh and you,1
1850,socratic junkie wannabe,1
1863,philosophy oh and,1
1862,epicurean philosophy oh,1
1861,simple epicurean philosophy,1
1860,a simple epicurean,1
1859,see a simple,1
1858,to see a,1
1857,skin to see,1
1856,much skin to,1
1855,so much skin,1
1854,there's so much,1
1853,and there's so,1
1852,wannabe and there's,1
1878,difference in it,1
1879,in it either,1
1880,it either way,1
1881,either way and,1
1906,just don't get,1
1905,you just don't,1
1904,that you just,1
1903,yourself [pre-chorus] you're,1
1902,with yourself [pre-chorus],1
1901,playing with yourself,1
1900,you're playing with,1
1899,and you're playing,1
1898,bored and you're,1
1897,you're bored and,1
1896,when you're bored,1
1895,me when you're,1
1894,call me when,1
1893,you'll call me,1
1892,but you'll call,1
1891,health but you'll,1
1890,mental health but,1
1889,my mental health,1
1888,protect my mental,1
1887,to protect my,1
1886,things to protect,1
1885,left things to,1
1884,we left things,1
1883,and we left,1
1882,way and we,1
1851,junkie wannabe and,1
1849,prophetic socratic junkie,1
1621,your brain was,1
1772,your shoes and,1
1784,thought that you,1
1783,i thought that,1
1782,and i thought,1
1781,in and i,1
1780,move in and,1
1779,might move in,1
1778,i might move,1
1777,but i might,1
1776,tunes but i,1
1775,your tunes but,1
1774,and your tunes,1
1773,shoes and your,1
1616,if anybody's seen,1
1848,sycophantic prophetic socratic,1
1771,with your shoes,1
1770,problem with your,1
1769,a problem with,1
1768,got a problem,1
1767,"""i've got a",1
1766,"said ""i've got",1
1765,again? she said,1
2059,"[pre-chorus] ""what did",1
1617,anybody's seen my,1
1618,seen my brain,1
1619,my brain your,1
1620,brain your brain,1
1785,that you were,1
1786,you were straight,1
1787,were straight now,1
1788,straight now i'm,1
1847,a sycophantic prophetic,1
1846,me a sycophantic,1
1683,“where would i,1
1844,all about me,1
1843,just all about,1
1615,asked if anybody's,1
1842,it's just all,1
1841,reciprocation it's just,1
1840,about reciprocation it's,1
1838,it's not about,1
1837,2] it's not,1
1836,[verse 2] it's,1
1835,heart [verse 2],1
1833,and [chorus] i,1
1832,you and [chorus],1
1831,know you and,1
1830,"it"" 'cause i",1
1829,"get it"" 'cause",1
1828,"don't get it""",1
1827,"""just don't get",1
1826,"you ""just don't",1
1825,"that you ""just",1
1791,"wondering"" [pre-chorus] you're",1
1790,"i'm wondering"" [pre-chorus]",1
1789,"now i'm wondering""",1
2058,"you [pre-chorus] ""what",1
2165,diarrhetic that prevents,1
2060,"""what did i",1
2611,human we're just,1
2592,are not slow,1
2593,not slow they’ve,1
2594,slow they’ve just,1
2595,they’ve just never,1
2596,just never been,1
2597,never been shown,1
2598,been shown that,1
2599,shown that you,1
2600,that you should,1
2601,you should be…,1
2602,should be… [chorus],1
2603,be… [chorus] loving,1
2605,oh oh [verse,1
2606,oh [verse 2],1
2607,[verse 2] we're,1
2608,2] we're all,1
2609,we're all human,1
2591,resides are not,1
2590,nan resides are,1
2589,your nan resides,1
2579,disenfranchised young criminal,1
2572,we make them,1
2573,make them want,1
2574,them want the,1
2575,want the opposite,1
2576,the opposite sex,1
2577,opposite sex disenfranchised,1
2578,sex disenfranchised young,1
2580,young criminal minds,1
2588,where your nan,1
2581,criminal minds in,1
2582,minds in a,1
2583,in a car,1
2584,a car park,1
2585,car park beside,1
2586,park beside where,1
2587,beside where your,1
2610,all human we're,1
2612,we're just like,1
2570,it's better if,1
2613,just like you,1
2634,safer on the,1
2635,on the ground,1
2636,the ground we,1
2637,ground we wouldn't,1
2638,we wouldn't be,1
2639,wouldn't be on,1
2640,be on a,1
2641,on a boat,1
2642,a boat charlatan,1
2643,boat charlatan telepathy,1
2644,charlatan telepathy exploiting,1
2645,telepathy exploiting insecurity,1
2646,exploiting insecurity and,1
2647,insecurity and praying,1
2648,and praying on,1
2649,praying on the,1
2650,on the purity,1
2633,was safer on,1
2632,it was safer,1
2631,afloat if it,1
2621,or other i,1
2614,like you man,1
2615,you man we’re,1
2616,man we’re sentient,1
2617,we’re sentient or,1
2618,sentient or something,1
2619,or something or,1
2620,something or other,1
2622,other i can’t,1
2630,people afloat if,1
2623,i can’t remember,1
2624,can’t remember whatever,1
2625,remember whatever we,1
2626,whatever we shouldn't,1
2627,we shouldn't have,1
2628,shouldn't have people,1
2629,have people afloat,1
2571,if we make,1
2569,perplexed it's better,1
2477,that gets them,1
2527,selling me besides,1
2509,my heart is,1
2510,heart is telling,1
2511,is telling me,1
2512,telling me the,1
2513,me the telly,1
2514,the telly isn't,1
2515,telly isn't telling,1
2516,isn't telling me,1
2517,telling me anything,1
2518,me anything i,1
2519,anything i need,1
2520,i need but,1
2521,need but it,1
2522,but it needs,1
2523,it needs to,1
2524,needs to keep,1
2525,to keep selling,1
2508,1] my heart,1
2507,[verse 1] my,1
2506,be [verse 1],1
2486,oh oh oh,1
2479,them up on,1
2480,up on their,1
2481,on their feet,1
2482,their feet say,1
2483,"feet say ""oh",1
2484,"say ""oh oh",1
2485,"""oh oh oh",1
2487,"oh oh ohhh""",1
2505,should be [verse,1
2488,"oh ohhh"" [chorus]",1
2489,"ohhh"" [chorus] and",1
2490,yeah oh yeah?,1
2491,do oh yeah,1
2492,oh yeah [chorus],1
2493,yeah [chorus] yeah,1
2494,[chorus] yeah you,1
2526,keep selling me,1
2528,me besides celebrities,1
2568,them perplexed it's,1
2529,besides celebrities lacking,1
2550,gonna batter next?,1
2551,batter next? just,1
2552,next? just keep,1
2553,just keep holding,1
2554,keep holding their,1
2555,holding their necks,1
2556,their necks and,1
2557,necks and keep,1
2558,and keep selling,1
2559,keep selling them,1
2560,selling them sex,1
2561,them sex it’s,1
2562,sex it’s better,1
2563,it’s better if,1
2565,if we keep,1
2566,we keep them,1
2567,keep them perplexed,1
2549,they gonna batter,1
2548,are they gonna,1
2547,who are they,1
2537,status quo instead,1
2530,celebrities lacking in,1
2531,lacking in integrity,1
2532,in integrity holding,1
2533,integrity holding up,1
2534,holding up the,1
2535,up the status,1
2536,the status quo,1
2538,quo instead of,1
2546,matter who are,1
2539,instead of showing,1
2540,of showing the,1
2541,showing the kids,1
2542,the kids that,1
2543,kids that they,1
2544,that they matter,1
2545,they matter who,1
2651,the purity of,1
2652,purity of grief,1
2653,of grief and,1
2774,to touch that,1
2756,duality of art,1
2757,of art and,1
2758,art and reality,1
2759,and reality –,1
2760,reality – living,1
2761,– living life,1
2762,living life and,1
2763,life and treating,1
2764,and treating it,1
2765,treating it as,1
2766,it as such,1
2767,as such but,1
2768,such but with,1
2769,but with a,1
2770,with a certain,1
2771,a certain disconnect,1
2772,certain disconnect to,1
2755,the duality of,1
2754,– the duality,1
2753,understand – the,1
2743,a true understanding,1
2736,and listless when,1
2737,listless when tested,1
2738,when tested with,1
2739,tested with divinity,1
2740,with divinity or,1
2741,divinity or a,1
2742,or a true,1
2744,true understanding of,1
2752,did understand –,1
2745,understanding of the,1
2746,of the human,1
2747,the human condition,1
2748,human condition i,1
2749,condition i never,1
2750,i never did,1
2751,never did understand,1
2773,disconnect to touch,1
2775,touch that cajoles,1
2654,grief and its,1
2776,that cajoles at,1
2797,orange english light,1
2798,english light cast,1
2799,light cast only,1
2800,cast only one,1
2801,only one singular,1
2802,one singular shadow,1
2803,singular shadow for,1
2804,shadow for you,1
2805,for you are,1
2806,you are not,1
2807,are not beside,1
2808,not beside but,1
2809,beside but within,1
2810,but within me,1
2811,within me [chorus],1
2812,me [chorus] loving,1
2813,oh oh,1
2796,that orange english,1
2795,city that orange,1
2794,white city that,1
2784,abandon and between,1
2777,cajoles at the,1
2778,at the artist,1
2779,the artist with,1
2780,artist with comfort,1
2781,with comfort and,1
2782,comfort and abandon,1
2783,and abandon and,1
2785,and between the,1
2793,the white city,1
2786,between the spires,1
2787,the spires and,1
2788,spires and rolling,1
2789,and rolling roofs,1
2790,rolling roofs of,1
2791,roofs of the,1
2792,of the white,1
2735,feeble and listless,1
2734,rendered feeble and,1
2733,interface rendered feeble,1
2732,simple interface rendered,1
2675,economy of cashing,1
2676,of cashing intellectual,1
2677,cashing intellectual cheques,1
2678,intellectual cheques and,1
2679,cheques and i'm,1
2680,and i'm trying,1
2681,i'm trying to,1
2682,trying to progress,1
2683,to progress but,1
2684,progress but instead,1
2685,but instead of,1
2686,instead of selling,1
2687,of selling sex,1
2688,selling sex and,1
2689,sex and i,1
2690,i think i,1
2691,think i should,1
2674,greek economy of,1
2673,the greek economy,1
2672,i'm the greek,1
2662,i'm too skeptical,1
2655,and its simplicity,1
2656,its simplicity but,1
2657,simplicity but i,1
2658,but i know,1
2659,know that maybe,1
2660,that maybe i'm,1
2661,maybe i'm too,1
2663,too skeptical even,1
2671,see i'm the,1
2664,skeptical even guy,1
2665,even guy debord,1
2666,guy debord needed,1
2667,debord needed spectacles,1
2668,needed spectacles you,1
2669,spectacles you see,1
2670,you see i'm,1
2692,should be [chorus],1
2693,be [chorus] loving,1
2694,should be [interlude:,1
2723,about how ‘cultural,1
2716,leaves fallen sparse,1
2717,fallen sparse across,1
2718,sparse across mid-afternoon,1
2719,across mid-afternoon she,1
2720,mid-afternoon she blazed,1
2721,she blazed about,1
2722,blazed about how,1
2724,how ‘cultural language,1
2714,with autumn leaves,1
2725,‘cultural language is,1
2726,language is an,1
2727,is an operating,1
2728,an operating system,1
2729,operating system a,1
2730,system a simple,1
2731,a simple interface,1
2715,autumn leaves fallen,1
2713,cars with autumn,1
2695,be [interlude: spoken,1
2703,alongside the boys,1
2696,[interlude: spoken word],1
2697,spoken word] i,1
2698,word] i am,1
2699,i am forever,1
2700,am forever in,1
2701,forever in alongside,1
2702,in alongside the,1
2704,the boys in,1
2712,and cars with,1
2705,boys in jumpers,1
2706,in jumpers on,1
2707,jumpers on bikes,1
2708,on bikes from,1
2709,bikes from schools,1
2710,from schools and,1
2711,schools and cars,1
2478,gets them up,1
2476,man that gets,1
2061,did i tell,1
2239,more but i'm,1
2166,that prevents the,1
2167,prevents the empathetic,1
2168,the empathetic from,1
2169,empathetic from being,1
2170,from being just,1
2171,being just and,1
2172,just and giving,1
2173,and giving it,1
2174,it up [chorus],1
2175,up [chorus] and,1
2231,up again [verse,1
2232,[verse 2] this,1
2233,2] this conversation's,1
2234,this conversation's not,1
2235,conversation's not about,1
2236,about reciprocation no,1
2237,reciprocation no more,1
1543,solo] [chorus] i,1
2164,simple diarrhetic that,1
2163,a simple diarrhetic,1
2153,irregular heart beat,1
2146,"again ""do you",1
2147,"""do you have",1
2148,you have a,1
2149,have a card?,1
2150,a card? my,1
2151,card? my irregular,1
2152,my irregular heart,1
2154,heart beat is,1
2162,just a simple,1
2155,beat is starting,1
2156,is starting to,1
2157,starting to correct,1
2158,"to correct itself""",1
2159,"correct itself"" it's",1
2160,"itself"" it's just",1
2161,it's just a,1
2238,no more but,1
2240,but i'm gon',1
2142,you're giving it,1
2241,i'm gon' wait,1
2262,and how i'm,1
2263,how i'm giving,1
2264,i'm giving it,1
2267,up again [chorus],1
2268,again [chorus] and,1
2269,up again [bridge],1
2270,again [bridge] oh,1
2271,[bridge] oh the,1
2284,3 minutes i,1
2285,minutes i think,1
2286,think i've lost,1
2287,i've lost my,1
2288,lost my phone,1
2289,my phone so,1
